lot,n,tipologie
http://w3id.org/zac/87836_lot_14,3,DIPINTI | Miniaturen; Dosen | MINIATUREN; DOSEN | OGGETTI VARI
http://w3id.org/zac/87836_lot_4,3,Miniaturen; Dosen | MINIATURE | MINIATUREN; DOSEN | SCOMPARTI
http://w3id.org/zac/87836_lot_7,3,MINIATUREN; DOSEN | Miniaturen; Dosen | MINIATURE | VASI
http://w3id.org/zac/87842_lot_10,3,CANDELABRI | OGGETTI IN ORO | OGGETTI VARI
http://w3id.org/zac/87842_lot_11,3,LAMPADE | PIATTI | STAMPE E INCISIONI
http://w3id.org/zac/87842_lot_12,3,OGGETTI IN LEGNO | OGGETTI VARI | VASI
http://w3id.org/zac/87843_lot_14,3,OGGETTI D'ARTE ORIENTALE | FOTOGRAFIE | STAMPE E INCISIONI
http://w3id.org/zac/87843_lot_43,3,OGGETTI D'ARTE ORIENTALE | OGGETTI IN ORO | STAMPE E INCISIONI
http://w3id.org/zac/87850_lot_14,3,"Mittwoch,den 14.Oktober 1908 | Donnerstag,den 15.Oktober 1908 | OGGETTI VARI"
http://w3id.org/zac/87850_lot_15,3,"Dienstag, den 13. Oktober 1908 | Mittwoch,den 14.Oktober 1908 | Donnerstag,den 15.Oktober 1908"
http://w3id.org/zac/87850_lot_16,3,"Dienstag, den 13. Oktober 1908 | Donnerstag,den 15.Oktober 1908 | Mittwoch,den 14.Oktober 1908"
http://w3id.org/zac/87850_lot_19,3,"Dienstag, den 13. Oktober 1908 | Donnerstag,den 15.Oktober 1908 | Mittwoch,den 14.Oktober 1908"
http://w3id.org/zac/87850_lot_22,3,"Dienstag, den 13. Oktober 1908 | Donnerstag,den 15.Oktober 1908 | OGGETTI IN METALLO"
http://w3id.org/zac/87850_lot_25,3,"Dienstag, den 13. Oktober 1908 | Donnerstag,den 15.Oktober 1908 | SPECCHI"
http://w3id.org/zac/87850_lot_26,3,"Dienstag, den 13. Oktober 1908 | Mittwoch,den 14.Oktober 1908 | OGGETTI IN LATTA"
http://w3id.org/zac/87850_lot_28,3,"Dienstag, den 13. Oktober 1908 | Donnerstag,den 15.Oktober 1908 | Mittwoch,den 14.Oktober 1908"
http://w3id.org/zac/87850_lot_8,3,"Dienstag, den 13. Oktober 1908 | Donnerstag,den 15.Oktober 1908 | OGGETTI IN ORO"
http://w3id.org/zac/87851_lot_10,3,ARMI | OGGETTI IN LEGNO | Stoffe; Teppiche | STOFFE; TEPPICHE
http://w3id.org/zac/87851_lot_11,3,ARMI | Stoffe; Teppiche | STOFFE; TEPPICHE | PIATTI
http://w3id.org/zac/87851_lot_12,3,ARMI | OGGETTI IN PIOMBO | Stoffe; Teppiche | STOFFE; TEPPICHE
http://w3id.org/zac/87851_lot_14,3,ARMI | OGGETTI IN PIOMBO | Stoffe; Teppiche | STOFFE; TEPPICHE
http://w3id.org/zac/87851_lot_3,3,ARMI | OGGETTI IN RAME | STOFFE; TEPPICHE | Stoffe; Teppiche
http://w3id.org/zac/87851_lot_30,3,ARMI | OGGETTI IN LEGNO | STOFFE; TEPPICHE | Stoffe; Teppiche
http://w3id.org/zac/87851_lot_33,3,ARMI | OGGETTI IN LEGNO | Stoffe; Teppiche | STOFFE; TEPPICHE
http://w3id.org/zac/87851_lot_35,3,ARMI | OGGETTI IN LEGNO | STOFFE; TEPPICHE | Stoffe; Teppiche
http://w3id.org/zac/87851_lot_36,3,ARMI | OGGETTI IN LEGNO | Stoffe; Teppiche | STOFFE; TEPPICHE
http://w3id.org/zac/87851_lot_4,3,ARMI | OGGETTI IN RAME | STOFFE; TEPPICHE | Stoffe; Teppiche
http://w3id.org/zac/87851_lot_40,3,ARMI | OGGETTI IN LEGNO | STOFFE; TEPPICHE | Stoffe; Teppiche
http://w3id.org/zac/87851_lot_41,3,ARMI | OGGETTI IN LEGNO | STOFFE; TEPPICHE | Stoffe; Teppiche
http://w3id.org/zac/87851_lot_42,3,ARMI | OGGETTI IN LEGNO | STOFFE; TEPPICHE | Stoffe; Teppiche
http://w3id.org/zac/87851_lot_9,3,ARMI | OGGETTI IN LEGNO | Stoffe; Teppiche | STOFFE; TEPPICHE
http://w3id.org/zac/87855_lot_I,3,CORNICI | ARREDAMENTI | OGGETTI IN LEGNO
http://w3id.org/zac/87856_lot_16,3,ARMI | TERRECOTTE | Topfereien; Glas
http://w3id.org/zac/87856_lot_17,3,BRONZI | TERRECOTTE | Topfereien; Glas
http://w3id.org/zac/87856_lot_2,3,BRONZI | OGGETTI IN LEGNO | TERRECOTTE
http://w3id.org/zac/87856_lot_21,3,BRONZI | Topfereien; Glas | TERRECOTTE
http://w3id.org/zac/87856_lot_26,3,ARMI | TERRECOTTE | Topfereien; Glas
http://w3id.org/zac/87856_lot_27,3,OGGETTI IN FERRO | TERRECOTTE | Topfereien; Glas
http://w3id.org/zac/87856_lot_29,3,BRONZI | ARMI | TERRECOTTE
http://w3id.org/zac/87856_lot_30,3,BRONZI | OGGETTI IN FERRO | TERRECOTTE
http://w3id.org/zac/87856_lot_32,3,OGGETTI IN LATTA | TERRECOTTE | Topfereien; Glas
http://w3id.org/zac/87856_lot_33,3,OGGETTI IN METALLO | TERRECOTTE | Topfereien; Glas
http://w3id.org/zac/87856_lot_37,3,ARMI | BRONZI | TERRECOTTE
http://w3id.org/zac/87856_lot_39,3,BRONZI | ARMI | Topfereien; Glas
http://w3id.org/zac/87856_lot_4,3,ARMI | DIPINTI | TERRECOTTE
http://w3id.org/zac/87856_lot_49,3,ACQUERELLI | OGGETTI IN RAME | Topfereien; Glas
http://w3id.org/zac/87856_lot_5,3,OGGETTI IN LEGNO | Topfereien; Glas | TERRECOTTE
http://w3id.org/zac/87860_lot_I,3,ARREDAMENTI | CAMINI | OGGETTI IN LEGNO
http://w3id.org/zac/87864_lot_10,3,Antiquitaten; Kunstgegenstande | ACQUEFORTI | ACQUERELLI
http://w3id.org/zac/87864_lot_13,3,Antiquitaten; Kunstgegenstande | Kunstblatter; Drucke | OGGETTI IN LEGNO
http://w3id.org/zac/87864_lot_14,3,Antiquitaten; Kunstgegenstande | ACQUERELLI | OGGETTI IN LEGNO
http://w3id.org/zac/87864_lot_19,3,Antiquitaten; Kunstgegenstande | Kunstblatter; Drucke | OGGETTI IN LEGNO
http://w3id.org/zac/87864_lot_2,3,ACQUEFORTI | Antiquitaten; Kunstgegenstande | OGGETTI IN LEGNO
http://w3id.org/zac/87864_lot_4,3,Antiquitaten; Kunstgegenstande | Kunstblatter; Drucke | OGGETTI IN RAME
http://w3id.org/zac/87864_lot_8,3,ACQUERELLI | Antiquitaten; Kunstgegenstande | Kunstblatter; Drucke
http://w3id.org/zac/87864_lot_9,3,Antiquitaten; Kunstgegenstande | ACQUEFORTI | Gemalde; Aquarelle
http://w3id.org/zac/87867_lot_30,3,GIOIELLI | OGGETTI VARI | OGGETTI IN LEGNO
http://w3id.org/zac/87867_lot_4,3,GIOIELLI | OGGETTI IN PIOMBO | STAMPE E INCISIONI
http://w3id.org/zac/87867_lot_7,3,Gemalde; Kunstblaffer | GIOIELLI | OGGETTI IN ORO
http://w3id.org/zac/87877_lot_I,3,ARREDAMENTI | OGGETTI VARI | STAMPE E INCISIONI
http://w3id.org/zac/87884_lot_2,3,OGGETTI IN LEGNO | OGGETTI D'ARTE | VASI
http://w3id.org/zac/87884_lot_22,3,OGGETTI IN PIOMBO | OGGETTI D'ARTE | OGGETTI IN ORO
http://w3id.org/zac/87884_lot_5,3,OGGETTI IN RAME | OGGETTI D'ARTE | OGGETTI IN ORO
http://w3id.org/zac/87884_lot_9,3,OGGETTI D'ARTE | OGGETTI IN LEGNO | PIATTI
http://w3id.org/zac/87887_lot_1,3,CERAMICHE | Textile; Miniaturen | PIATTI
http://w3id.org/zac/87887_lot_2,3,CERAMICHE | PIATTI | Textile; Miniaturen
http://w3id.org/zac/87887_lot_5,3,CERAMICHE | BRONZI | Textile; Miniaturen
http://w3id.org/zac/87887_lot_6,3,ARMI | CERAMICHE | Textile; Miniaturen
http://w3id.org/zac/87894_lot_2,3,DIPINTI | CORNICI | OGGETTI IN PIOMBO
http://w3id.org/zac/87897_lot_10,3,CORNICI | FOTOGRAFIE | SPECCHI
http://w3id.org/zac/87897_lot_12,3,CORNICI | MINIATURE | PIATTI
http://w3id.org/zac/87897_lot_29,3,OGGETTI IN PELLE | SCATOLE | SCOMPARTI
http://w3id.org/zac/87897_lot_8,3,BANDIERE | OGGETTI VARI | OGGETTI IN LATTA
http://w3id.org/zac/87903_lot_2,3,OGGETTI IN LEGNO | SCATOLE | SCOMPARTI
http://w3id.org/zac/87919_lot_I,3,ACQUERELLI | OGGETTI VARI | OGGETTI IN LEGNO
http://w3id.org/zac/87920_lot_11,3,Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | AUTOGRAFI | VASI
http://w3id.org/zac/87920_lot_12,3,AUTOGRAFI | Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | OGGETTI IN ORO
http://w3id.org/zac/87920_lot_14,3,Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | AUTOGRAFI | OGGETTI IN ORO
http://w3id.org/zac/87920_lot_15,3,AUTOGRAFI | Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | OGGETTI IN RAME
http://w3id.org/zac/87920_lot_16,3,AUTOGRAFI | Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | STAMPE E INCISIONI
http://w3id.org/zac/87920_lot_19,3,Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | AUTOGRAFI | OGGETTI IN METALLO
http://w3id.org/zac/87920_lot_2,3,AUTOGRAFI | Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | ACQUERELLI
http://w3id.org/zac/87920_lot_25,3,AUTOGRAFI | Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | OGGETTI IN LEGNO
http://w3id.org/zac/87920_lot_29,3,AUTOGRAFI | Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | OGGETTI VARI
http://w3id.org/zac/87920_lot_30,3,Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | OGGETTI IN ORO | OGGETTI IN LEGNO
http://w3id.org/zac/87920_lot_32,3,Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | AUTOGRAFI | OGGETTI IN LEGNO
http://w3id.org/zac/87920_lot_4,3,Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | AUTOGRAFI | ACQUERELLI
http://w3id.org/zac/87920_lot_5,3,ACQUERELLI | Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | SPECCHI
http://w3id.org/zac/87922_lot_19,3,ARMI | OGGETTI D'ARTE | OGGETTI IN LEGNO
http://w3id.org/zac/87922_lot_22,3,ARMI | OGGETTI D'ARTE | OGGETTI IN LEGNO
http://w3id.org/zac/87922_lot_25,3,ARMI | OGGETTI IN LEGNO | OGGETTI D'ARTE
http://w3id.org/zac/87922_lot_26,3,ARMI | OGGETTI D'ARTE | OGGETTI VARI
http://w3id.org/zac/87922_lot_28,3,OGGETTI D'ARTE | OGGETTI IN LATTA | SPECCHI
http://w3id.org/zac/87922_lot_3,3,ARMI | OGGETTI D'ARTE | STAMPE E INCISIONI
http://w3id.org/zac/87922_lot_4,3,ARMI | OGGETTI IN METALLO | OGGETTI D'ARTE
http://w3id.org/zac/87922_lot_6,3,ARMI | OGGETTI D'ARTE | PIATTI
http://w3id.org/zac/87945_lot_157,3,OGGETTI IN ORO | PIATTI | PORCELLANE
http://w3id.org/zac/87946_lot_I,3,OGGETTI VARI | SCATOLE | STAMPE E INCISIONI
http://w3id.org/zac/87948_lot_2,3,ARGENTI | AVORI | OGGETTI IN METALLO
http://w3id.org/zac/87963_lot_I,3,COPPE | FOTOGRAFIE | DISEGNI
http://w3id.org/zac/87965_lot_I,3,ARREDAMENTI | OGGETTI VARI | SPECCHI
http://w3id.org/zac/87974_lot_12,3,ARGENTI | OGGETTI IN FERRO | TESSUTI
http://w3id.org/zac/87974_lot_13,3,ARGENTI | TESSUTI | PORCELLANE
http://w3id.org/zac/87974_lot_22,3,ARGENTI | TESSUTI | PIATTI
http://w3id.org/zac/87974_lot_24,3,ARGENTI | MAIOLICHE | PORCELLANE
http://w3id.org/zac/87974_lot_25,3,ARGENTI | MAIOLICHE | PORCELLANE
http://w3id.org/zac/87974_lot_27,3,MAIOLICHE | OGGETTI IN FERRO | TESSUTI
http://w3id.org/zac/87974_lot_8,3,ARGENTI | OGGETTI IN FERRO | PORCELLANE
http://w3id.org/zac/87974_lot_9,3,ARGENTI | MARMI | OGGETTI IN FERRO
http://w3id.org/zac/87978_lot_I,3,CAMINI | FOTOGRAFIE | OGGETTI VARI
http://w3id.org/zac/87983_lot_I,3,CAMINI | OGGETTI VARI | SPECCHI
http://w3id.org/zac/87985_lot_16,3,CERAMICHE | LAMPADE | VETRI
http://w3id.org/zac/87985_lot_2,3,CERAMICHE | OGGETTI IN METALLO | Schmuck; Edelmetallarbeiten
http://w3id.org/zac/87988_lot_I,3,COPPE | OGGETTI VARI | PIATTI
http://w3id.org/zac/87999_lot_I,3,CORNICI | Miniaturen; Elfenbein; Wachs; Permutt; Bergkristall | OGGETTI VARI
http://w3id.org/zac/88013_lot_2,3,CORNICI | OGGETTI IN LEGNO | OGGETTI IN RAME
http://w3id.org/zac/88016_lot_5,3,CERAMICHE | BIANCHERIA | TESSUTI
http://w3id.org/zac/88020_lot_I,3,CAMINI | OGGETTI IN LEGNO | OGGETTI VARI
http://w3id.org/zac/88026_lot_13,3,Aquarelle; Zeichnungen | ACQUERELLI | OGGETTI IN LATTA
http://w3id.org/zac/88026_lot_16,3,BRONZI | OGGETTI LITURGICI | OGGETTI IN LATTA
http://w3id.org/zac/88026_lot_19,3,Ansichten | DISEGNI | OGGETTI LITURGICI
http://w3id.org/zac/88026_lot_23,3,Aquarelle; Zeichnungen | GOLD; SILBER | Gold; Silber | OGGETTI IN LATTA
http://w3id.org/zac/88026_lot_24,3,Aquarelle; Zeichnungen | Ansichten | Bein; Perlmutter; Holzschnitzereien
http://w3id.org/zac/88026_lot_25,3,ARGENTI | CORNICI | STAMPE E INCISIONI
http://w3id.org/zac/88026_lot_30,3,Aquarelle; Zeichnungen | Ansichten | VETRI
http://w3id.org/zac/88026_lot_35,3,Aquarelle; Zeichnungen | Ansichten | PORCELLANE
http://w3id.org/zac/88026_lot_847,3,ARGENTI | Miniaturbilder; Miniaturen; Silhouetten | MINIATURE
http://w3id.org/zac/88032_lot_1,3,ARAZZI | CERAMICHE | VASI
http://w3id.org/zac/88032_lot_7,3,LIBRI | OGGETTI IN PELLE | VETRI
http://w3id.org/zac/88033_lot_2,3,DIPINTI | OGGETTI IN RAME | VETRI
http://w3id.org/zac/88043_lot_7,3,CORNICI | BIANCHERIA | OGGETTI IN LEGNO
http://w3id.org/zac/88058_lot_28,3,FAYENCE; MAJOLIKA; STEINGUT; GLAS | MINIATUREN; BILDER; STICHE | MOBEL; SPIEGEL; STANDUHREN
http://w3id.org/zac/88058_lot_29,3,FAYENCE; MAJOLIKA; STEINGUT; GLAS | MOBEL; SPIEGEL; STANDUHREN | OGGETTI IN LEGNO
http://w3id.org/zac/88058_lot_30,3,MOBEL; SPIEGEL; STANDUHREN | FAYENCE; MAJOLIKA; STEINGUT; GLAS | MINIATUREN; OLBILDER; STICHE
http://w3id.org/zac/88058_lot_32,3,MOBEL; SPIEGEL; STANDUHREN | FAYENCE; MAJOLIKA; STEINGUT; GLAS | OGGETTI IN LEGNO
http://w3id.org/zac/88058_lot_34,3,MOBEL; SPIEGEL; STANDUHREN | FAYENCE; MAJOLIKA; STEINGUT; GLAS | MINIATUREN; OLBILDER; STICHE
http://w3id.org/zac/88058_lot_35,3,FAYENCE; MAJOLIKA; STEINGUT; GLAS | MOBEL; SPIEGEL; STANDUHREN | MINIATUREN; OLBILDER; STICHE
http://w3id.org/zac/88063_lot_14,3,Antiquitaten; Kunstgegenstände; Mobel; Teppiche | ACQUERELLI | VASI
http://w3id.org/zac/88063_lot_23,3,Antiquitaten; Kunstgegenstände; Mobel; Teppiche | BAULI | ACQUERELLI
http://w3id.org/zac/88063_lot_24,3,Antiquitaten; Kunstgegenstände; Mobel; Teppiche | ACQUERELLI | FRANCOBOLLI
http://w3id.org/zac/88063_lot_28,3,Antiquitaten; Kunstgegenstände; Mobel; Teppiche | ACQUERELLI | OGGETTI IN LEGNO
http://w3id.org/zac/88063_lot_33,3,Antiquitaten; Kunstgegenstände; Mobel; Teppiche | ARREDAMENTI | VASI
http://w3id.org/zac/88063_lot_37,3,ACQUERELLI | Antiquitaten; Kunstgegenstände; Mobel; Teppiche | OGGETTI VARI
http://w3id.org/zac/88063_lot_41,3,Antiquitaten; Kunstgegenstände; Mobel; Teppiche | OGGETTI IN LEGNO | SCOMPARTI
http://w3id.org/zac/88063_lot_45,3,Antiquitaten; Kunstgegenstände; Mobel; Teppiche | ACQUERELLI | OGGETTI VARI
http://w3id.org/zac/88063_lot_46,3,ACQUERELLI | Antiquitaten; Kunstgegenstände; Mobel; Teppiche | OGGETTI IN LATTA
http://w3id.org/zac/88063_lot_5,3,Antiquitaten; Kunstgegenstände; Mobel; Teppiche | OGGETTI IN LEGNO | OGGETTI IN LATTA
http://w3id.org/zac/88063_lot_6,3,Antiquitaten; Kunstgegenstände; Mobel; Teppiche | OGGETTI IN LEGNO | OGGETTI IN ORO
http://w3id.org/zac/88064_lot_10,3,ANTICHITA' | MINIATURE | OGGETTI D'ARTE
http://w3id.org/zac/88064_lot_11,3,ANTICHITA' | MINIATURE | OGGETTI D'ARTE
http://w3id.org/zac/88064_lot_12,3,ANTICHITA' | MINIATURE | OGGETTI D'ARTE
http://w3id.org/zac/88064_lot_13,3,ANTICHITA' | MINIATURE | OGGETTI D'ARTE
http://w3id.org/zac/88064_lot_14,3,ANTICHITA' | OGGETTI VARI | OGGETTI D'ARTE
http://w3id.org/zac/88064_lot_17,3,ANTICHITA' | OGGETTI D'ARTE | OGGETTI VARI
http://w3id.org/zac/88064_lot_22,3,ANTICHITA' | OGGETTI IN LEGNO | OGGETTI D'ARTE
http://w3id.org/zac/88064_lot_25,3,ANTICHITA' | CAMEI | OGGETTI D'ARTE
http://w3id.org/zac/88064_lot_3,3,ANTICHITA' | MINIATURE | OGGETTI D'ARTE
http://w3id.org/zac/88064_lot_6,3,ANTICHITA' | MINIATURE | OGGETTI D'ARTE
http://w3id.org/zac/88064_lot_9,3,ANTICHITA' | MINIATURE | OGGETTI D'ARTE
http://w3id.org/zac/88067_lot_26,3,CERAMICHE | VETRI | PIATTI
http://w3id.org/zac/88067_lot_31,3,Fayence; Majoliken | VETRI | PORCELLANE
http://w3id.org/zac/88067_lot_32,3,OGGETTI IN RAME | VASI | PORCELLANE
http://w3id.org/zac/88067_lot_35,3,Fayence; Majoliken | PORCELLANE | VETRI
http://w3id.org/zac/88067_lot_41,3,BRONZI | VETRI | PORCELLANE
http://w3id.org/zac/88071_lot_12,3,Aquarelle; Drucke | Antiquitaten; Kunstgegenstande | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88071_lot_13,3,Aquarelle; Drucke | Antiquitaten; Kunstgegenstande | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88071_lot_14,3,Antiquitaten; Kunstgegenstande | OGGETTI D'ARTE ORIENTALE | OGGETTI VARI
http://w3id.org/zac/88071_lot_15,3,Antiquitaten; Kunstgegenstande | Aquarelle; Drucke | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88071_lot_16,3,OGGETTI D'ARTE ORIENTALE | OGGETTI VARI | SCATOLE
http://w3id.org/zac/88071_lot_2,3,Antiquitaten; Kunstgegenstande | OGGETTI D'ARTE ORIENTALE | OGGETTI VARI
http://w3id.org/zac/88071_lot_20,3,Antiquitaten; Kunstgegenstande | OGGETTI D'ARTE ORIENTALE | VASI
http://w3id.org/zac/88071_lot_23,3,Antiquitaten; Kunstgegenstande | OGGETTI D'ARTE ORIENTALE | VASI
http://w3id.org/zac/88071_lot_24,3,Antiquitaten; Kunstgegenstande | ACQUEFORTI | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88071_lot_4,3,Antiquitaten; Kunstgegenstande | Aquarelle; Drucke | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88071_lot_5,3,Antiquitaten; Kunstgegenstande | Aquarelle; Drucke | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88071_lot_6,3,Aquarelle; Drucke | Antiquitaten; Kunstgegenstande | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88071_lot_8,3,Antiquitaten; Kunstgegenstande | Aquarelle; Drucke | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88071_lot_9,3,Antiquitaten; Kunstgegenstande | Aquarelle; Drucke | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88072_lot_2,3,OGGETTI IN RAME | OGGETTI VARI | OGGETTI IN LEGNO
http://w3id.org/zac/88074_lot_2,3,DIPINTI | CORNICI | OGGETTI IN LEGNO
http://w3id.org/zac/88074_lot_4,3,CORNICI | DIPINTI | OGGETTI IN LEGNO
http://w3id.org/zac/88075_lot_15,3,CAMEI | Kunstgewerbe; Antiquitaten | FOTOGRAFIE
http://w3id.org/zac/88075_lot_23,3,ACQUERELLI | Kunstgewerbe; Antiquitaten | OGGETTI IN LATTA
http://w3id.org/zac/88075_lot_35,3,Kunstgewerbe; Antiquitaten | OGGETTI IN LEGNO | SCATOLE
http://w3id.org/zac/88075_lot_5,3,DIPINTI | ACQUERELLI | Kunstgewerbe; Antiquitaten
http://w3id.org/zac/88075_lot_7,3,Kunstgewerbe; Antiquitaten | OGGETTI VARI | VASI
http://w3id.org/zac/88075_lot_9,3,Kunstgewerbe; Antiquitaten | OGGETTI IN PELLE | SCOMPARTI
http://w3id.org/zac/88077_lot_2,3,OGGETTI IN RAME | OGGETTI VARI | OGGETTI IN LEGNO
http://w3id.org/zac/88080_lot_10,3,OGGETTI IN PIOMBO | OGGETTI IN FERRO | OGGETTI IN LATTA
http://w3id.org/zac/88080_lot_11,3,MINIATURE | OGGETTI IN PIOMBO | OGGETTI IN LEGNO
http://w3id.org/zac/88081_lot_3,3,CORNICI | OGGETTI IN RAME | OGGETTI IN LEGNO
http://w3id.org/zac/88082_lot_6,3,BRONZI | CORNICI | MOBILI
http://w3id.org/zac/88082_lot_I,3,CORNICI | MINIATURE | VETRI
http://w3id.org/zac/88087_lot_20,3,Mobel; Antiquitaten; Kunstgegenstande | OGGETTI IN LEGNO | OGGETTI VARI
http://w3id.org/zac/88087_lot_24,3,ACQUERELLI | Mobel; Antiquitaten; Kunstgegenstande | OGGETTI IN ORO
http://w3id.org/zac/88087_lot_25,3,ACQUERELLI | Mobel; Antiquitaten; Kunstgegenstande | OGGETTI IN FERRO
http://w3id.org/zac/88087_lot_27,3,Mobel; Antiquitaten; Kunstgegenstande | OGGETTI IN FERRO | SPECCHI
http://w3id.org/zac/88087_lot_38,3,ARAZZI | Mobel; Antiquitaten; Kunstgegenstande | OGGETTI IN LEGNO
http://w3id.org/zac/88087_lot_5,3,Gemalde; Aquarelle; Kunstdrucke | Mobel; Antiquitaten; Kunstgegenstande | OGGETTI IN RAME
http://w3id.org/zac/88088_lot_12,3,LIBRI | OGGETTI IN RAME | OGGETTI VARI
http://w3id.org/zac/88088_lot_284,3,MAIOLICHE | OGGETTI VARI | OGGETTI IN RAME
http://w3id.org/zac/88092_lot_12,3,OGGETTI IN RAME | SCATOLE | PIATTI
http://w3id.org/zac/88092_lot_13,3,MAIOLICHE | OGGETTI IN ORO | PIATTI
http://w3id.org/zac/88092_lot_21,3,ARMI | OGGETTI IN RAME | PIATTI
http://w3id.org/zac/88092_lot_22,3,MAIOLICHE | OGGETTI IN RAME | SCATOLE
http://w3id.org/zac/88092_lot_24,3,ARGENTI | FOTOGRAFIE | OGGETTI IN RAME
http://w3id.org/zac/88092_lot_29,3,FOTOGRAFIE | MAIOLICHE | OGGETTI IN RAME
http://w3id.org/zac/88092_lot_30,3,FOTOGRAFIE | MAIOLICHE | PIATTI
http://w3id.org/zac/88094_lot_11,3,DIPINTI | Mobel; Porzellane; Glas | STAMPE E INCISIONI
http://w3id.org/zac/88094_lot_12,3,DIPINTI | Mobel; Porzellane; Glas | STAMPE E INCISIONI
http://w3id.org/zac/88094_lot_4,3,DIPINTI | Mobel; Porzellane; Glas | STAMPE E INCISIONI
http://w3id.org/zac/88094_lot_5,3,DIPINTI | Mobel; Porzellane; Glas | STAMPE E INCISIONI
http://w3id.org/zac/88094_lot_9,3,Mobel; Beleuchtungsgerat; Olgemalde | OGGETTI VARI | STAMPE E INCISIONI
http://w3id.org/zac/88096_lot_12,3,MOBEL; HOLZARBEITEN | Mobel; Holzarbeiten | Edelmetall; Schmuck | OGGETTI IN LEGNO
http://w3id.org/zac/88096_lot_14,3,ARMI | Mobel; Holzarbeiten | MOBEL; HOLZARBEITEN | OGGETTI IN LEGNO
http://w3id.org/zac/88096_lot_15,3,ARMI | Mobel; Holzarbeiten | MOBEL; HOLZARBEITEN | OGGETTI IN FERRO
http://w3id.org/zac/88096_lot_16,3,ARMI | MOBEL; HOLZARBEITEN | Mobel; Holzarbeiten | Medaillen; Plaketten
http://w3id.org/zac/88096_lot_17,3,ARMI | MOBEL; HOLZARBEITEN | Mobel; Holzarbeiten | MEDAGLIE
http://w3id.org/zac/88096_lot_18,3,CORNICI | ARMI | DIPINTI
http://w3id.org/zac/88096_lot_19,3,BASTONI | ARMI | STAMPE E INCISIONI
http://w3id.org/zac/88097_lot_18,3,ARMI | MINIATUREN; GEMALDE | Miniaturen; Gemalde | TERRECOTTE
http://w3id.org/zac/88097_lot_22,3,ARMI | PIATTI | TERRECOTTE
http://w3id.org/zac/88097_lot_32,3,MAIOLICHE | OGGETTI IN ORO | TERRECOTTE
http://w3id.org/zac/88097_lot_35,3,MOBILI | TEXTILIEN; TEPPICHE | Textilien; Teppiche | TERRECOTTE
http://w3id.org/zac/88098_lot_10,3,ARGENTI | OGGETTI VARI | OGGETTI IN LEGNO
http://w3id.org/zac/88098_lot_19,3,AVORI | OGGETTI IN LEGNO | Porzellan; Fayanxe; Majolica
http://w3id.org/zac/88098_lot_22,3,DIPINTI | OGGETTI IN LATTA | Porzellan; Fayanxe; Majolica
http://w3id.org/zac/88098_lot_26,3,MINIATURE | OGGETTI VARI | OGGETTI IN LEGNO
http://w3id.org/zac/88102_lot_21,3,GLAS; PORZELLAN; ELFENBEIN; GOLD; SILBER; SCHMUCK | MOBEL; DEKORATIONSGEGENSTANDE; STOFFE | ORIENTALISCHE BRONZEN; WAFFEN
http://w3id.org/zac/88102_lot_30,3,MOBEL; DEKORATIONSGEGENSTANDE; STOFFE | GLAS; PORZELLAN; ELFENBEIN; GOLD; SILBER; SCHMUCK | PIATTI
http://w3id.org/zac/88102_lot_33,3,BRONZEN; PLAKETTEN; MEDAILLEN; MUNZEN | GLAS; PORZELLAN; ELFENBEIN; GOLD; SILBER; SCHMUCK | MOBEL; DEKORATIONSGEGENSTANDE; STOFFE
http://w3id.org/zac/88102_lot_35,3,BRONZEN; PLAKETTEN; MEDAILLEN; MUNZEN | MOBEL; DEKORATIONSGEGENSTANDE; STOFFE | SPECCHI
http://w3id.org/zac/88106_lot_136,3,CERAMICHE | TERRECOTTE | Ton; Irdengut; Steingut
http://w3id.org/zac/88107_lot_I,3,CORNICI | OGGETTI VARI | VASI
http://w3id.org/zac/88108_lot_17,3,Gemalde; Bildwerke | OGGETTI IN LEGNO | SPARTITI MUSICALI
http://w3id.org/zac/88108_lot_18,3,Gemalde; Bildwerke | OGGETTI IN LEGNO | SPARTITI MUSICALI
