lot,n,tipologie
http://w3id.org/zac/87412_lot_3,5,DIPINTI | MOBILI | LAMPADE | OGGETTI VARI | Porzellan; Glaser; Kruge; Majoliken
http://w3id.org/zac/87420_lot_14,5,CERAMICHE | LIBRI | OGGETTI IN METALLO | VETRI | PORCELLANE
http://w3id.org/zac/87420_lot_17,5,LIBRI | Holzschnitzereien; Elfenbeinarbeiten | OGGETTI IN LATTA | PIATTI | VETRI
http://w3id.org/zac/87420_lot_18,5,CERAMICHE | Mobel; Spiegel | Holzschnitzereien; Elfenbeinarbeiten | OGGETTI IN LATTA | VETRI
http://w3id.org/zac/87424_lot_17,5,Gemalde; Stiche | MONETE | Elfenbein; Horn; Bernstein; Speckstein; Alabaster | OGGETTI IN ORO | Porzellan; Fayence; Steingut; Glaser
http://w3id.org/zac/87424_lot_19,5,ARGENTI | OGGETTI IN ORO | OGGETTI VARI | Porzellan; Fayence; Steingut; Glaser | STAMPE E INCISIONI
http://w3id.org/zac/87424_lot_20,5,BRONZI | ARGENTI | Gemalde; Stiche | OGGETTI VARI | Porzellan; Fayence; Steingut; Glaser
http://w3id.org/zac/87424_lot_22,5,BRONZI | MARMI | MONETE | OGGETTI IN ORO | OGGETTI VARI
http://w3id.org/zac/87424_lot_25,5,ARGENTI | MAIOLICHE | Holz; Meubles | OGGETTI IN ORO | Porzellan; Fayence; Steingut; Glaser
http://w3id.org/zac/87426_lot_13,5,DIPINTI | Muinzen; Medaillen | Uhren; Mobel | VETRI | VASI
http://w3id.org/zac/87426_lot_2,5,DIPINTI | Holz; Elfenbein; Miniaturen | Muinzen; Medaillen | VETRI | Uhren; Mobel
http://w3id.org/zac/87426_lot_20,5,Muinzen; Medaillen | OGGETTI IN LEGNO | OGGETTI IN METALLO | VETRI | Uhren; Mobel
http://w3id.org/zac/87426_lot_9,5,LAMPADE | Muinzen; Medaillen | OGGETTI IN METALLO | SCATOLE | Uhren; Mobel
http://w3id.org/zac/87437_lot_12,5,ARMI | MUSIKINSTRUMENTE; UHREN | EISEN; ZINN; METALLE | Hirschgeweih | WAFFEN; RUSTUNGEN
http://w3id.org/zac/87437_lot_14,5,ARMI | MUSIKINSTRUMENTE; UHREN | EISEN; ZINN; METALLE | WAFFEN; RUSTUNGEN | PIATTI
http://w3id.org/zac/87437_lot_3,5,BRONZI | ARMI | MUSIKINSTRUMENTE; UHREN | HOLZSCHNITZEREIEN; WAFFEN; BEKLEIDUNGSSTUCKE | WAFFEN; RUSTUNGEN
http://w3id.org/zac/87462_lot_3,5,MEDAGLIE | Majoliken; Topfereien | OGGETTI IN LEGNO | OGGETTI IN FERRO | PORCELLANE
http://w3id.org/zac/87496_lot_1,5,DIPINTI | Kupferstiche; Radierungen; Lithographieen | Handzeichnungen; Aquarelle | OGGETTI IN LEGNO | OGGETTI VARI
http://w3id.org/zac/87496_lot_100,5,BRONZI | LAMPADE | LUSTRI | OGGETTI VARI | TESSUTI
http://w3id.org/zac/87496_lot_12,5,BRONZI | OGGETTI IN LEGNO | OGGETTI IN LATTA | OGGETTI IN FERRO | Rustungssticke; Kriegs- und Jagd-Waffen
http://w3id.org/zac/87496_lot_16,5,OGGETTI IN LEGNO | OGGETTI IN FERRO | OGGETTI VARI | STAGNI | VASI
http://w3id.org/zac/87496_lot_3,5,OGGETTI IN FERRO | OGGETTI IN RAME | OGGETTI IN LEGNO | STAGNI | Rustungssticke; Kriegs- und Jagd-Waffen
http://w3id.org/zac/87505_lot_10,5,Aquarelle; Kupferstiche | Mobel; Seulpturen | OTTONI | Silber; Elfenbein | Zinn; Eisen; Kupfer; Messing
http://w3id.org/zac/87505_lot_11,5,DIPINTI | Aquarelle; Kupferstiche | Mobel; Seulpturen | OGGETTI IN LATTA | Porzellane; Fayencen; Glaser
http://w3id.org/zac/87505_lot_15,5,DIPINTI | OGGETTI IN LATTA | OGGETTI IN RAME | Silber; Elfenbein | Zinn; Eisen; Kupfer; Messing
http://w3id.org/zac/87505_lot_16,5,DIPINTI | Mobel; Seulpturen | OGGETTI IN LATTA | Zinn; Eisen; Kupfer; Messing | Silber; Elfenbein
http://w3id.org/zac/87505_lot_2,5,DIPINTI | Mobel; Seulpturen | OGGETTI IN LATTA | Zinn; Eisen; Kupfer; Messing | Porzellane; Fayencen; Glaser
http://w3id.org/zac/87505_lot_21,5,DIPINTI | OGGETTI IN LATTA | Porzellane; Fayencen; Glaser | Zinn; Eisen; Kupfer; Messing | Silber; Elfenbein
http://w3id.org/zac/87505_lot_24,5,DIPINTI | OGGETTI IN LATTA | Porzellane; Fayencen; Glaser | Silber; Elfenbein | Zinn; Eisen; Kupfer; Messing
http://w3id.org/zac/87505_lot_8,5,AVORI | Mobel; Seulpturen | OGGETTI IN LATTA | Zinn; Eisen; Kupfer; Messing | Porzellane; Fayencen; Glaser
http://w3id.org/zac/87508_lot_2,5,BRONZI | ANTICHITA' | Fayence; Porcellan; Delft; Steingut | Mobel; Holzsculpturen | OGGETTI IN LEGNO
http://w3id.org/zac/87514_lot_8,5,OTTONI | OGGETTI IN LEGNO | OGGETTI IN LATTA | OGGETTI VARI | PORCELLANE
http://w3id.org/zac/87544_lot_16,5,BASSORILIEVI | OGGETTI IN ORO | POLTRONE | Wand- und Fussteppiche; Textilarbeiten | VASI
http://w3id.org/zac/87544_lot_18,5,CORNICI | DIPINTI | Farbenstiche; Schabkunst- und Linienstiche | OGGETTI IN LEGNO | OGGETTI IN RAME
http://w3id.org/zac/87545_lot_16,5,BASSORILIEVI | MOBEL; EINRICHTUNGSGEGENSTANDE | Mobel; Einrichtungsgegenstande | OGGETTI IN ORO | Wand- und Fussteppiche; Textilarbeiten | VASI
http://w3id.org/zac/87550_lot_I,5,BASSORILIEVI | BIANCHERIA | OGGETTI VARI | OGGETTI IN LEGNO | STAMPE E INCISIONI
http://w3id.org/zac/87593_lot_4,5,BIGIOTTERIA | CORNICI | MINIATURE | OGGETTI IN ORO | SCOMPARTI
http://w3id.org/zac/87595_lot_3,5,AVORI | Majoliken; Fayencen | PIATTI | VETRI | Stein; Leder
http://w3id.org/zac/87598_lot_4,5,CORNICI | OGGETTI IN LEGNO | OGGETTI VARI | PIATTI | SCATOLE
http://w3id.org/zac/87621_lot_8,5,OGGETTI VARI | OGGETTI IN LATTA | OGGETTI IN LEGNO | OGGETTI IN FERRO | STAMPE E INCISIONI
http://w3id.org/zac/87621_lot_9,5,OGGETTI IN PELLE | OGGETTI IN METALLO | OGGETTI VARI | OGGETTI IN LATTA | OGGETTI IN LEGNO
http://w3id.org/zac/87622_lot_2,5,DIPINTI | MINIATURE | OGGETTI IN METALLO | OGGETTI IN RAME | OGGETTI IN LEGNO
http://w3id.org/zac/87650_lot_30,5,BRONZI | OGGETTI IN ORO | Wagen; Gewichte | PORCELLANE | Steingut; Thon; Fayence; Majolika
http://w3id.org/zac/87705_lot_12,5,Brandenburgica; Friedericiana | MINIATURE | gotische Holzstatuetten; Antiquitaten; Autographen | FOTOGRAFIE | Olgemalde; Miniaturen; Munzen; Medaillen
http://w3id.org/zac/87705_lot_25,5,Brandenburgica; Friedericiana | gotische Holzstatuetten; Antiquitaten; Autographen | Olgemalde; Miniaturen; Munzen; Medaillen | STAMPE E INCISIONI | SCATOLE
http://w3id.org/zac/87705_lot_3,5,Brandenburgica; Friedericiana | gotische Holzstatuetten; Antiquitaten; Autographen | OGGETTI IN RAME | OGGETTI IN ORO | Olgemalde; Miniaturen; Munzen; Medaillen
http://w3id.org/zac/87705_lot_5,5,Brandenburgica; Friedericiana | gotische Holzstatuetten; Antiquitaten; Autographen | OGGETTI VARI | Olgemalde; Miniaturen; Munzen; Medaillen | STAMPE E INCISIONI
http://w3id.org/zac/87705_lot_7,5,Brandenburgica; Friedericiana | MEDAGLIE | gotische Holzstatuetten; Antiquitaten; Autographen | Olgemalde; Miniaturen; Munzen; Medaillen | OGGETTI VARI
http://w3id.org/zac/87720_lot_2,5,MOBEL; EINRICHTUNGSGEGENSTANDE | Mobel; Einrichtungsgegenstande | Porzellane; Fayencen; Steinzeug; Glaser; Elfenbein | VASI | Silber; Bronze; Kupfer; Waffen | STAMPE E INCISIONI
http://w3id.org/zac/87720_lot_3,5,ARGENTI | OGGETTI IN ORO | SCOMPARTI | VASI | Porzellane; Fayencen; Steinzeug; Glaser; Elfenbein
http://w3id.org/zac/87742_lot_29,5,ARGENTI | Mobel; Holzgegenstande | Glas; Krystall; Spiegel | OGGETTI VARI | SCATOLE
http://w3id.org/zac/87742_lot_34,5,ARGENTI | Mobel; Holzgegenstande | Glas; Krystall; Spiegel | Messing; Kupfersachen | OGGETTI IN ORO
http://w3id.org/zac/87742_lot_36,5,ARGENTI | ARMI | Messing; Kupfersachen | Mobel; Holzgegenstande | Porzellan; Fayencen; Marmor; Steingut
http://w3id.org/zac/87742_lot_39,5,Messing; Kupfersachen | Mobel; Holzgegenstande | VETRI | Porzellan; Fayencen; Marmor; Steingut | SPECCHI
http://w3id.org/zac/87742_lot_4,5,ARMI | ARGENTI | Messing; Kupfersachen | Mobel; Holzgegenstande | Glas; Krystall; Spiegel
http://w3id.org/zac/87742_lot_40,5,ARGENTI | Messing; Kupfersachen | Glas; Krystall; Spiegel | Mobel; Holzgegenstande | Porzellan; Fayencen; Marmor; Steingut
http://w3id.org/zac/87742_lot_47,5,ARGENTI | Messing; Kupfersachen | Glas; Krystall; Spiegel | Mobel; Holzgegenstande | SPECCHI
http://w3id.org/zac/87742_lot_50,5,Glas; Krystall; Spiegel | Messing; Kupfersachen | Mobel; Holzgegenstande | OGGETTI IN FERRO | VETRI
http://w3id.org/zac/87742_lot_51,5,Glas; Krystall; Spiegel | Mobel; Holzgegenstande | Messing; Kupfersachen | OTTONI | Porzellan; Fayencen; Marmor; Steingut
http://w3id.org/zac/87763_lot_18,5,Altertumer; Kunstgegenstande | OGGETTI IN LEGNO | PLACCHETTE | Plaquettes; Plaquetten | SCATOLE
http://w3id.org/zac/87773_lot_10,5,DIPINTI | Mobel; Figuren | LAMPADE | Waffen; Gobelin; Facher | VETRI
http://w3id.org/zac/87773_lot_14,5,BRONZI | DIPINTI | Mobel; Figuren | Waffen; Gobelin; Facher | Silber; Bronze
http://w3id.org/zac/87773_lot_32,5,DIPINTI | Mobel; Figuren | OGGETTI IN LEGNO | OGGETTI IN ORO | Silber; Bronze
http://w3id.org/zac/87773_lot_33,5,DIPINTI | Mobel; Figuren | PIATTI | Silber; Bronze | Porzellane; Fayencen; Steinzeug
http://w3id.org/zac/87785_lot_17,5,MOBILI | MEDAGLIE | Munzen; Medaillen | MUNZEN; MEDAILLEN | OGGETTI IN LATTA | PORCELLANE
http://w3id.org/zac/87802_lot_3,5,DIPINTI | ACQUEFORTI | OGGETTI VARI | Seelandschaften | STAMPE E INCISIONI
http://w3id.org/zac/87807_lot_12,5,Antiquitaten; Kunstgegenstande; Mobel | ARGENTI | ACQUERELLI | OGGETTI IN LATTA | OGGETTI IN METALLO
http://w3id.org/zac/87807_lot_14,5,ACQUERELLI | ARGENTI | Antiquitaten; Kunstgegenstande; Mobel | OGGETTI IN LATTA | OGGETTI IN METALLO
http://w3id.org/zac/87807_lot_15,5,Antiquitaten; Kunstgegenstande; Mobel | ARGENTI | ACQUERELLI | OGGETTI IN LATTA | OGGETTI IN METALLO
http://w3id.org/zac/87807_lot_18,5,Antiquitaten; Kunstgegenstande; Mobel | ARGENTI | ACQUERELLI | OGGETTI IN LATTA | OGGETTI IN METALLO
http://w3id.org/zac/87807_lot_2,5,ARMI | Antiquitaten; Kunstgegenstande; Mobel | ARGENTI | OGGETTI IN METALLO | OGGETTI IN LATTA
http://w3id.org/zac/87807_lot_21,5,Antiquitaten; Kunstgegenstande; Mobel | ARGENTI | OGGETTI IN LATTA | OGGETTI IN METALLO | OGGETTI IN LEGNO
http://w3id.org/zac/87807_lot_4,5,Antiquitaten; Kunstgegenstande; Mobel | ARGENTI | OGGETTI IN METALLO | OGGETTI IN LATTA | PORCELLANE
http://w3id.org/zac/87807_lot_9,5,ACQUERELLI | ARGENTI | Antiquitaten; Kunstgegenstande; Mobel | OGGETTI IN METALLO | OGGETTI IN LATTA
http://w3id.org/zac/87814_lot_15,5,BASTONI | Antiquitaten; Kunstgegenstande | OGGETTI IN ORO | OGGETTI VARI | OGGETTI IN METALLO
http://w3id.org/zac/87814_lot_3,5,ARGENTI | Antiquitaten; Kunstgegenstande | OGGETTI IN METALLO | Porzellan; Fayence; Glas | VETRI
http://w3id.org/zac/87823_lot_2,5,BIANCHERIA | OGGETTI D'ARTE | OGGETTI IN ORO | PORCELLANE | SPECCHI
http://w3id.org/zac/87823_lot_3,5,BIANCHERIA | LIBRI | OGGETTI VARI | SILBER; BRONZEN; MOBEL; TEXTILIEN; TEPPICHE; JAPAN- UND CHINA-PORZELLAN; FAYENCE | SCOMPARTI
http://w3id.org/zac/87830_lot_10,5,Miniaturen; Munzen; Elfenbein | MINIATURE | Metall; Waffen | PORZELLAN; FAYENCE | STAMPE E INCISIONI | Porzellan; Fayence
http://w3id.org/zac/87830_lot_11,5,AVORI | Miniaturen; Munzen; Elfenbein | OGGETTI IN RAME | OGGETTI IN PIETRA | PORZELLAN; FAYENCE | Porzellan; Fayence
http://w3id.org/zac/87830_lot_18,5,Miniaturen; Munzen; Elfenbein | Metall; Waffen | OGGETTI IN LEGNO | OGGETTI VARI | PORZELLAN; FAYENCE | Porzellan; Fayence
http://w3id.org/zac/87830_lot_21,5,Miniaturen; Munzen; Elfenbein | Metall; Waffen | OGGETTI IN FERRO | OGGETTI IN LATTA | PORZELLAN; FAYENCE | Porzellan; Fayence
http://w3id.org/zac/87830_lot_3,5,MINIATURE | Metall; Waffen | Miniaturen; Munzen; Elfenbein | OGGETTI IN LEGNO | PORZELLAN; FAYENCE | Porzellan; Fayence
http://w3id.org/zac/87830_lot_7,5,MAIOLICHE | LAMPADE | Metall; Waffen | Miniaturen; Munzen; Elfenbein | Porzellan; Fayence | PORZELLAN; FAYENCE
http://w3id.org/zac/87830_lot_8,5,Metall; Waffen | Miniaturen; Munzen; Elfenbein | OGGETTI VARI | Porzellan; Fayence | VASI | PORZELLAN; FAYENCE
http://w3id.org/zac/87830_lot_9,5,Miniaturen; Munzen; Elfenbein | Metall; Waffen | OGGETTI VARI | OGGETTI IN LATTA | PORZELLAN; FAYENCE | Porzellan; Fayence
http://w3id.org/zac/87850_lot_10,5,"Dienstag, den 13. Oktober 1908 | CORNICI | Donnerstag,den 15.Oktober 1908 | Mittwoch,den 14.Oktober 1908 | SCATOLE"
http://w3id.org/zac/87850_lot_12,5,"Dienstag, den 13. Oktober 1908 | Donnerstag,den 15.Oktober 1908 | Mittwoch,den 14.Oktober 1908 | OGGETTI IN LEGNO | OGGETTI IN METALLO"
http://w3id.org/zac/87850_lot_20,5,"Dienstag, den 13. Oktober 1908 | Donnerstag,den 15.Oktober 1908 | Mittwoch,den 14.Oktober 1908 | OGGETTI IN ORO | OGGETTI IN RAME"
http://w3id.org/zac/87850_lot_21,5,"Dienstag, den 13. Oktober 1908 | Donnerstag,den 15.Oktober 1908 | Mittwoch,den 14.Oktober 1908 | OGGETTI IN ORO | VASI"
http://w3id.org/zac/87850_lot_23,5,"Dienstag, den 13. Oktober 1908 | Donnerstag,den 15.Oktober 1908 | Mittwoch,den 14.Oktober 1908 | OGGETTI IN ORO | STAMPE E INCISIONI"
http://w3id.org/zac/87850_lot_5,5,"ARREDAMENTI | Dienstag, den 13. Oktober 1908 | Mittwoch,den 14.Oktober 1908 | Donnerstag,den 15.Oktober 1908 | OGGETTI LACCATI"
http://w3id.org/zac/87851_lot_13,5,ARMI | OGGETTI IN PIOMBO | OGGETTI VARI | VASI | STOFFE; TEPPICHE | Stoffe; Teppiche
http://w3id.org/zac/87851_lot_23,5,ARMI | OGGETTI IN LATTA | OGGETTI IN LEGNO | SPECCHI | Stoffe; Teppiche | STOFFE; TEPPICHE
http://w3id.org/zac/87856_lot_20,5,CANDELABRI | BRONZI | OGGETTI IN LEGNO | TERRECOTTE | Topfereien; Glas
http://w3id.org/zac/87856_lot_8,5,ARMI | DIPINTI | OGGETTI IN FERRO | TERRECOTTE | Topfereien; Glas
http://w3id.org/zac/87856_lot_9,5,DIPINTI | ARMI | OGGETTI IN FERRO | Topfereien; Glas | TERRECOTTE
http://w3id.org/zac/87909_lot_I,5,CAMINI | ARREDAMENTI | OGGETTI VARI | OGGETTI IN LEGNO | VASI
http://w3id.org/zac/87920_lot_3,5,ACQUERELLI | Antiquitaten; Kunstgegenstande; Autographen; Schmucksachen | AUTOGRAFI | LAMPADE | OGGETTI VARI
http://w3id.org/zac/87922_lot_15,5,ARMI | OGGETTI VARI | OGGETTI D'ARTE | OGGETTI IN LEGNO | VASI
http://w3id.org/zac/87929_lot_6,5,ARTI GRAFICHE | ACQUEFORTI | DISEGNI | PIATTI | TESSUTI
http://w3id.org/zac/87974_lot_14,5,ARGENTI | OGGETTI IN FERRO | OGGETTI VARI | TESSUTI | PORCELLANE
http://w3id.org/zac/87974_lot_18,5,ARGENTI | OGGETTI IN FERRO | OGGETTI VARI | SCATOLE | PORCELLANE
http://w3id.org/zac/87974_lot_3,5,ARGENTI | ARREDAMENTI | OGGETTI IN FERRO | OGGETTI IN LEGNO | PORCELLANE
http://w3id.org/zac/87974_lot_4,5,ARGENTI | OGGETTI IN ORO | OGGETTI IN LEGNO | TESSUTI | PORCELLANE
http://w3id.org/zac/87974_lot_7,5,ARGENTI | MARMI | OGGETTI IN FERRO | OGGETTI IN LEGNO | PORCELLANE
http://w3id.org/zac/88026_lot_10,5,ARMI | Aquarelle; Zeichnungen | Bein; Perlmutter; Holzschnitzereien | OGGETTI LITURGICI | OGGETTI IN LATTA
http://w3id.org/zac/88026_lot_11,5,Aquarelle; Zeichnungen | Bein; Perlmutter; Holzschnitzereien | OGGETTI IN ORO | OGGETTI IN LATTA | PORCELLANE
http://w3id.org/zac/88026_lot_22,5,DIPINTI | Aquarelle; Zeichnungen | Gold; Silber | GOLD; SILBER | OGGETTI IN LATTA | PIATTI
http://w3id.org/zac/88026_lot_36,5,Aquarelle; Zeichnungen | ACQUERELLI | Bein; Perlmutter; Holzschnitzereien | CORNICI | PORCELLANE
http://w3id.org/zac/88032_lot_4,5,CORNICI | LIBRI | OGGETTI D'ARTE | TERRECOTTE | PORCELLANE
http://w3id.org/zac/88058_lot_26,5,MOBEL; SPIEGEL; STANDUHREN | DOSEN; TASCHENUHREN; FACHER | LAMPADE | MINIATUREN; OLBILDER; STICHE | PIATTI
http://w3id.org/zac/88058_lot_27,5,CORNICI | MINIATURE | FAYENCE; MAJOLIKA; STEINGUT; GLAS | MOBEL; SPIEGEL; STANDUHREN | MINIATUREN; BILDER; STICHE
http://w3id.org/zac/88063_lot_8,5,Antiquitaten; Kunstgegenstände; Mobel; Teppiche | OGGETTI IN LATTA | OGGETTI VARI | OGGETTI IN LEGNO | VASI
http://w3id.org/zac/88064_lot_2,5,ANTICHITA' | MINIATURE | OGGETTI IN PELLE | OGGETTI D'ARTE | OGGETTI IN LEGNO
http://w3id.org/zac/88067_lot_16,5,BRONZI | Fayence; Majoliken | OGGETTI IN FERRO | PORCELLANE | VETRI
http://w3id.org/zac/88067_lot_21,5,BRONZI | CERAMICHE | Fayence; Majoliken | VETRI | PORCELLANE
http://w3id.org/zac/88067_lot_25,5,BRONZI | CERAMICHE | OGGETTI IN LATTA | PORCELLANE | VETRI
http://w3id.org/zac/88071_lot_11,5,Aquarelle; Drucke | Antiquitaten; Kunstgegenstande | OGGETTI D'ARTE ORIENTALE | OGGETTI LACCATI | VASI
http://w3id.org/zac/88092_lot_11,5,MAIOLICHE | FOTOGRAFIE | OGGETTI IN RAME | SCOMPARTI | PORCELLANE
http://w3id.org/zac/88092_lot_15,5,MAIOLICHE | MOBILI | OGGETTI IN RAME | SCULTURE | PIATTI
http://w3id.org/zac/88092_lot_27,5,ARGENTI | MOBILI | FOTOGRAFIE | OGGETTI VARI | OGGETTI IN RAME
http://w3id.org/zac/88096_lot_5,5,BRONZI | ARMI | Edelmetall; Schmuck | Mobel; Holzarbeiten | MOBEL; HOLZARBEITEN | OGGETTI IN LEGNO
http://w3id.org/zac/88096_lot_7,5,ARMI | MERLETTI | MOBEL; HOLZARBEITEN | Mobel; Holzarbeiten | OGGETTI IN LEGNO | OGGETTI VARI
http://w3id.org/zac/88096_lot_8,5,BRONZI | ARMI | Mobel; Holzarbeiten | MOBEL; HOLZARBEITEN | Facher; Miniaturen | Edelmetall; Schmuck
http://w3id.org/zac/88097_lot_2,5,ARMI | MOBILI | OGGETTI VARI | TERRECOTTE | SCOMPARTI
http://w3id.org/zac/88098_lot_12,5,AVORI | Munzen; Medaillen | Mobel; Holzsculpturen | MUNZEN; MEDAILLEN | OGGETTI IN RAME | OGGETTI IN LATTA
http://w3id.org/zac/88098_lot_17,5,MINIATURE | OGGETTI IN LEGNO | OGGETTI VARI | PORCELLANE | VETRI
http://w3id.org/zac/88098_lot_2,5,DIPINTI | Mobel; Holzsculpturen | Munzen; Medaillen | MUNZEN; MEDAILLEN | OGGETTI IN LEGNO | VASI
http://w3id.org/zac/88098_lot_4,5,CAMINI | DIPINTI | OGGETTI IN LEGNO | Silber; Elfenbein | PORCELLANE
http://w3id.org/zac/88098_lot_8,5,DIPINTI | MOBILI | OGGETTI IN LATTA | OGGETTI IN LEGNO | OGGETTI IN RAME
http://w3id.org/zac/88098_lot_9,5,DIPINTI | MAIOLICHE | MINIATURE | OGGETTI IN LATTA | OGGETTI VARI
http://w3id.org/zac/88102_lot_13,5,FAYENCE; MAJOLIKA; STEINZEUG | Fayence; Majolika; Steinzeug | GLAS; PORZELLAN; ELFENBEIN; GOLD; SILBER; SCHMUCK | MOBEL; DEKORATIONSGEGENSTANDE; STOFFE | PIATTI | VASI
http://w3id.org/zac/88102_lot_14,5,BRONZEN; PLAKETTEN; MEDAILLEN; MUNZEN | GLAS; PORZELLAN; ELFENBEIN; GOLD; SILBER; SCHMUCK | FAYENCE; MAJOLIKA; STEINZEUG | Fayence; Majolika; Steinzeug | LAMPADE | MOBEL; DEKORATIONSGEGENSTANDE; STOFFE
http://w3id.org/zac/88102_lot_20,5,BRONZEN; PLAKETTEN; MEDAILLEN; MUNZEN | GLAS; PORZELLAN; ELFENBEIN; GOLD; SILBER; SCHMUCK | MOBEL; DEKORATIONSGEGENSTANDE; STOFFE | TAPPETI | PIATTI
http://w3id.org/zac/88102_lot_22,5,BRONZEN; PLAKETTEN; MEDAILLEN; MUNZEN | GLAS; PORZELLAN; ELFENBEIN; GOLD; SILBER; SCHMUCK | OGGETTI IN PELLE | OGGETTI IN ORO | TAPPETI
http://w3id.org/zac/88102_lot_27,5,BRONZEN; PLAKETTEN; MEDAILLEN; MUNZEN | MOBEL; DEKORATIONSGEGENSTANDE; STOFFE | GLAS; PORZELLAN; ELFENBEIN; GOLD; SILBER; SCHMUCK | ORIENTALISCHE BRONZEN; WAFFEN | OGGETTI VARI
http://w3id.org/zac/88108_lot_2,5,DIPINTI | Keramik; Glas; Metallarbeiten | Gemalde; Bildwerke | SPARTITI MUSICALI | VASI
http://w3id.org/zac/88108_lot_5,5,CORNICI | Keramik; Glas; Metallarbeiten | Gemalde; Bildwerke | OGGETTI IN LEGNO | SPARTITI MUSICALI
http://w3id.org/zac/88108_lot_8,5,CORNICI | Bildwerke; Gemalde; Decken; Shawls; Romische Lampen | Gemalde; Bildwerke | OGGETTI IN LEGNO | SPARTITI MUSICALI
http://w3id.org/zac/88113_lot_3,5,DIPINTI | Munzen; Medaillen | MUNZEN; MEDAILLEN | OGGETTI IN LEGNO | OGGETTI VARI | Waffen; Geweihe; Antiquitaten; Kunstgegenstande; Mobel; Munzen; Medaillen
http://w3id.org/zac/88114_lot_14,5,MOBILI | OGGETTI IN ORO | OGGETTI IN RAME | PORCELLANE | PIATTI
http://w3id.org/zac/88132_lot_8,5,CERAMICHE | CORNICI | OGGETTI IN METALLO | OGGETTI VARI | OGGETTI IN LEGNO
http://w3id.org/zac/88141_lot_13,5,MAIOLICHE | EMAIL; SILBER; BRONZE; ZINN | MINIATURE | SCATOLE | VETRI
http://w3id.org/zac/88141_lot_16,5,MAIOLICHE | MOBILI | HOLZ; ELFENBEIN; DOSEN; MINIATUREN | OGGETTI VARI | PORCELLANE
http://w3id.org/zac/88141_lot_17,5,MAIOLICHE | MOBILI | OGGETTI VARI | VETRI | SCATOLE
http://w3id.org/zac/88141_lot_21,5,EMAIL; SILBER; BRONZE; ZINN | MAIOLICHE | OGGETTI VARI | VETRI | PORCELLANE
http://w3id.org/zac/88141_lot_23,5,MAIOLICHE | EMAIL; SILBER; BRONZE; ZINN | PORCELLANE | VASI | VETRI
http://w3id.org/zac/88141_lot_24,5,EMAIL; SILBER; BRONZE; ZINN | OGGETTI VARI | OGGETTI IN ORO | VETRI | PORCELLANE
http://w3id.org/zac/88141_lot_32,5,EMAIL; SILBER; BRONZE; ZINN | MAIOLICHE | MOBILI | OGGETTI VARI | PIATTI
http://w3id.org/zac/88142_lot_963,5,Aquarelle; Zeichnungen; Oelstudien | ACQUEFORTI | ACQUERELLI | DISEGNI | STAMPE E INCISIONI
http://w3id.org/zac/88143_lot_1,5,ARMI | AUTOGRAFI | MEDAGLIE | Medaillen; Munzen | OGGETTI IN RAME
http://w3id.org/zac/88144_lot_I,5,AUTOGRAFI | Medailles; monnaies | OGGETTI VARI | OROLOGI | Portraits; estampes; affiches
http://w3id.org/zac/88150_lot_3,5,DIPINTI | CORNICI | Dosen; Miniaturen | Fayencen; Meistergeigen | PIATTI
http://w3id.org/zac/88150_lot_6,5,CRISTALLI | DIPINTI | Dosen; Miniaturen | STAMPE E INCISIONI | TESSUTI
http://w3id.org/zac/88152_lot_2,5,CORNICI | ANTICHITA' | KUPFERSTICHE; LITHOGRAPHIEN | Kupferstiche; Lithographien | PORCELLANE | STAMPE E INCISIONI
http://w3id.org/zac/88152_lot_3,5,ANTICHITA' | KUPFERSTICHE; LITHOGRAPHIEN | Kupferstiche; Lithographien | OGGETTI IN LEGNO | STAMPE E INCISIONI | VETRI
http://w3id.org/zac/88152_lot_4,5,CORNICI | ANTICHITA' | Kupferstiche; Lithographien | KUPFERSTICHE; LITHOGRAPHIEN | VETRI | STAMPE E INCISIONI
http://w3id.org/zac/88152_lot_5,5,ANTICHITA' | Glas; Keramik | GLAS; KERAMIK | Kupferstiche; Lithographien | KUPFERSTICHE; LITHOGRAPHIEN | TESSUTI | STAMPE E INCISIONI
http://w3id.org/zac/88161_lot_2,5,CORNICI | BIANCHERIA | OGGETTI IN LEGNO | OGGETTI IN RAME | VETRI
http://w3id.org/zac/88167_lot_3,5,DIPINTI | CORNICI | OGGETTI VARI | Stoffe; Stickereien | PIATTI
http://w3id.org/zac/88174_lot_2,5,ARGENTI | DECORAZIONI DA PARETE | CAMINI | CORNICI | OGGETTI IN LEGNO
http://w3id.org/zac/88177_lot_5,5,CERAMICHE | DIPINTI | MOBILI | OGGETTI IN ORO | TEPPICHE; STOFFE | Teppiche; Stoffe
http://w3id.org/zac/88177_lot_7,5,CERAMICHE | MOBILI | OGGETTI IN PELLE | TEPPICHE; STOFFE | Teppiche; Stoffe | VASI
http://w3id.org/zac/88179_lot_7,5,CORNICI | ARBEITEN IN STEIN; HOLZ | OGGETTI IN LEGNO | PORZELLAN; FAYENCEN; GLAS | SCATOLE
http://w3id.org/zac/88197_lot_12,5,ARMI | CORNICI | MINIATURE | MOBILI | OGGETTI D'ARTE
http://w3id.org/zac/88197_lot_9,5,CORNICI | MOBILI | OGGETTI D'ARTE | OGGETTI IN ORO | VASI
