lot,nNodi,nLabel,titles
http://w3id.org/zac/50364_lot_I,1,118,"LL. NO5S N103 | LL. NO71 No133 | LL. NO6 | LL. NO60 No105 | LL. NO61 | LL. NO62 | LL. NO63 No110 | LL. NO138 | LL. NO64 No113 | LL. NO65 No114 | LL. No67 | LL. NO68 | LL. NO69 | LL. NO7 | LL. No59 No104 | LL. NO57 No102 | LL. NO56 | LL. NO55NO100 | LL. NO54 No99 | LL. No52 No91 | LL. NO5 | LL. NO49 | LL. NO47 | LL. NO46 | LL. NO44 | LL. NO43 | LL. NO42 | LL. NO40 | LL. NO39 | LL. NO93 | ndiquons ici qu'un des traits remarquables de la collection de M. A. Finoelst, c'est le contingent considerable des pieces provenant des ateliers limousins du Xlll et du XiV siecle. Et voici d'abord un chef reliquaire d'une sainte, en cuivre repousse, cisele et en partie dore, et un petit buste reliquaire dont le charme reside surtout dans l'eclat des émaux bleus et rouges. On doit un coup d'eil aux deux crosses de prelat, l'une, doree et decoree de feuillages d'une tres belle stylisation, l'autre, émaillee, aussi un gemellion a laver et une serie de ciboires dont les formes, d'une sobriete élegante, peuvent etre proposes comme d'excellents modeles. N'etait le defaut d'espace, on pourrait s'occuper en detail de maintes plaques emaillees de la meilleure facture. | LLNOS | LLNO84 | LLNO83 | LLNO82 | LLNO4 | LLNO34 | LLNO3 | LLNO151 | LL123 | LL. NO98 | LL. NO97 | LL. NO95 | LL. NO94 | LL. NO73 | LL. NO92 No157 | LL. NO90 | LL. NO9! | LL. NO9 | LL. No89 | LL. NO88 | LL. NO87 | LL. No85 | LL. NO80 | LL. NO79 | LL. NO78 | LL. NO77 | LL. NO75 | LL. NO74 | LL. NO S1. | LL. NO114 | LL. NO113 | LL. NO112 | LL. NO11 | LL. NO109 No256 et poinconne. Decor de fleurs de de feuillage, entoure d'une inscription. Fond godronne. Au marli, fleurs poinconnees et arcature. Travail | LL. NO107 | LL. NO106 | LL. NO105 | LL. No104 | LL. NO102 | LL. NO100 | LL. NO10 | LL. NO1 | LL. NO S6 | LL. NO103 | LL. NO 145 | LL. NO 136 | LL. NO 117 | LL. NO 111 | LL. NO 110 | LL. N125 | LL. N124 | LL. N122 | LL. N121 | LL. N120 | LL. N. 51 | l importe maintenant de mettre hors de pair cette figurine en chene sculpte et polychrome representant, croyons-nous, un roi de France, —peut-etre Charles VI. Ce personnage qui est admirablement campe, se pretait, jadis, a tous les deplacements desirables, car il faisait sans doute partie de quelque jeu de guerre au maniement du quel les enfants des princes ou des grands seigneurs se familiarisaient avec les choses de la guerre. Quant a l'equipement detaille avec le soin le plus scrupuleux, il constitue un document des plus precieux pour l'histoire du costume militaire. | l faut forcement l'oublier lorsque le regard s'arrete sur des figurines de la Vierge, procedant des imagiers de Malines du debut du XVl siecle ou sur un groupe de sainte Anne designe par le nom de Selbsdritte. Cette ceuvre d'expression tres populaire n'echappera certainement pas a l'attention des amateurs de folklore religieux qui aimeront aussi l'image de saint Martin et celle de saint Crepin. | LL. NO38 | LL. NO31 | LL. No37 | LL. No36 | LL. NO35 | LL. NO33 | LL. NO32 | LL. NO118 | LL. NO30 | LL. NO29 | LL. NO28 | LL. NO26 | LL. NO24 | LL. NO2 | LL. NO18 | LL. NO16 | LL. NO150 | LL. NO12 | LL. NO131 No343 | LL. NO132 | LL. No133 | LL. No134 | LL. No135 | LL. NO137 | LL. NO154 | LL. NO141 | LL. NO142 | LL. NO143 | LL. No15 | LL. NO139"
http://w3id.org/zac/90052_lot_I,1,88,"l. quadro si presenta provvisto di elevatissimo valore pittorico sia per la signorilita del taglio, sia per il morbido impasto dei colori e sia infine per la raffinata esecuzione delle trine. | n elmo e corazza un guerriero si volge a destra verso una vecchia donna, che appare nell'angolo superiore destro del | lquadro ci riporta con ogni suo elemento'nell'ambiente | lquadro e dovuto certamente ad un pittore di scuola Umbra e possiamo anzi aggiungere che il tipo del Santo dalla dolce sentimentalita, come quello del paesaggio dagli alberelli esili e minuti ci permette, con maggiore precisazione di ascrivere il dipinto alla immediata sfera di influenza di Bernardino Di Betto, detto il Pinturicchio. Ad olio su tavola. | lquadroein tutto simile al precedente per qualita pittoriche ecompositive. | LVENDITOREDICACCIAGIONE. | mola 1494-1550 (scuola di). | n basso a sinistra, sopra un piatto, appare la firma del. l'autore:G. Giacoboni Piacenti(no), cio che al valore artistico del dipinto, gia di per se notevole, aggiunge un valore storico ancora maggiore, poiche e attraverso questo ei quadri seguenti che ci e dato conoscere per la prima volta l'arte di un seguace di Locatelli, sotto l'influenza del quale l'opera e evidentemente eseguita. | n basso e una seritta chericorda il nome e le vittorie della cavalloaZitella bisin stadio victric 1736）. | n basso un gruppo di personaggi in riposo e di conta- | n berretto e mantello nero volge l'espressiva fisionomia all'osservatore. | l tutto eracchiuso da cornici a fogliami dallo sbalzovivo e di finissima fattura. Nella parte esterna del coperchio, divisi in due riquadri, corrono lungo i margini ricchi festoni di fiori, che si conchiudono nel primo riquadro con un putto, e nel secondo, con due figure di Nereidi che sorreggono (racchiudendo le imprese araldiche dei Rospigliosi e dei Pallavicino) una conchiglia. Il colore e sempre grigio su fondo oro. | l Santo campeggia contro un fondo di paesaggio occupando quasi l'intiero spazio del dipinto. | l ritratto, eseguito con sicurezza costruttiva e con facilita di tocco, rivela nelle trine notevoli affinita con Carlo Maratti. | l ritratto per la finezza della esecuzionee insieme per la serica morbidezza delle forme fa pensare ai grandi maestri francesi del'700, ed infatti esso si deve ad Alessandro Roslin, nato in Svezia, ma che esplico tutta la sua attivita a Parigi, ove fu ritrattista ricercatissimo, e membro del1'Accademia. Il Roslin fece fra l'altro il ritratto della Regina Maria Antonietta e fu in Italia nel 1747. Opere sue numerose sono a Versailles. | l riscontro con il ritratto della P. ssa Maria Maddalena Rospigliosi (Vedi Num. 45), ci consente di riportare il quadro all'arte di Carlo Maratti, al quale si puo sicuramente e degnamente attribuire sia per la fine espressione quanto per la trasparenza delle epidermidi e la singolare esecuzione delle trine. | l Rader, pittore tedesco di facile vena e di briosa compo- | l quadro, sia per la tipica colorazione, sia per la singolare trattazione deile foglie eseguite a tocchi rapidi e piatti, e sia infine per la deformazione disegnativa della figura femminile, viene a trovarsi assai vicino a Gaspare | l quadro, per eleganza di forme e per finezza di esecu zione sembra appartenere ad un maestro Francese. | l quadro, oltre che per la preziosa esecuzione dei dettagli, va apprezzato anche per la chiara luminosita dell'atmosfera, per l'effetto dell'orizzonte profondo e per avvicina all'approdo sul quale sono vari personaggi, peGiuseppe Gabbas-Roma ). | l quadro, nell'ovoide regolare del volto e nella raffnatezza delle forme, dimostra lontane reminiscenze all'ambiente pittorico Emiliano. | l quadro rivela notevolissime qualita sia nel tipo fine e delicata della Madonna, sia nella accurata esecuzione del basto che e nell'angolo inferiore a sinistra, e sia infine nella espressione piena di fervore che appare nel volto | NCOGNITO-SECOLOXVIII. RITRATTODELCARDINALEPIETRORIARIO. | l quadro riproduce un'ampia distesa di acqua, nella quale l'acqua e si approssima alla riva e personaggi vari intenti si spinge nel centro un promontorio occupato da un torrione. In primo piano dei cavalieri, tra i quali uno e nela scaricare un palischermo. | suoi Barberi, rappresentati in altri quadri di questa col. lezione, divennero famosi epassarono alla storia come ec cezionali corridori. | ritratti di Nicola Poussin sono ritratti estremamente rari. Dobbiamo convenire sulla attribuzione a lui considerando la finezza del volto e del paesaggio;ma e certo che | ricordi DIANDREABENEDETTI sifanno qui ancor piu netti non solo nella sovrabbondante pittura del popone, ma anche negli elementi decorativi del fondo, che ricompaiono spesso in questo pittore. Adoliosutela. | quadro, che rivela singolari finezze sia nella trasparenza dellepidermide, sia nella sapienza dei rapporti tra i colori della figura e quelli del fondo, costituisce una delle piu fini creazioni di Carlo Maratti. | ntorno sono dei villici a piedi e a cavallo che assistono allo spettacolo, mentre a sinistra sopra un palco dei famigli della Casa Rospigliosi danno fiato a lunghe trombe e a corni ricurvi. Numerosi altri personaggi sono affacciati sotto gli archi del portico ed alle finestre. Di particolare interesse la decorazione oggi scomparsa della casa cen- trale. | NTERNO DI CHIESA. | nteressante copia di un particolare da una tela di maggiori proporzioni di questo raro e ancora poco conosciuto maestro, conservata in una privata collezione di Roma. | nomi sono desunti da antiche iscrizioni che si trovano dietro le tele. | NCOGNITO-SECOLOXVIII. RITRATTODIALOISIOALEMANNO. | n ogni modo questo piccolo ritratto si presenta con qualita veramente notevoli per forza di espressione e per finezza di esecuzione. Di grande abilita e il rapporto dellabito nero sul fondo naturale del rame. | NCOGNITO-SECOLOXVIII. | NCOGNITO-SECOLO XVII. | NCOGNITO-SECOIOXVIII: | NCOGNITO-SEC. XVIII. | NCOGNITO-SEC. XVII. | n una balla galleggiante a destra e una sigla T. R. , forse corrispondente al nome dell'autore, che pero nei manuali e nei dizionari di comune consultazione non abbiamo eseguito ogni dettaglio, dai marinai in combattimento ai naufraghi che tentano di salvarsi, e sia per la luminosa trasparenza dell'atmosfera si presenta provvista di notevolissime qualita artistiche. | n questo, sono rappresentati una marina, un torrione, una piramide ed altri edifici di tipo classico forse a ricordare i feudi ed i titoli del personaggio raffigurato. Questi, Principe fra i pin importanti della Casa fu, come é noto, quegli che si dedico con grande passione all'allevamento ed alle corse dei cavalli. | n questo giorno, oltre i sopraelencati oggetti, ne saranno venduti altri non catalogati, piu quelli che fossero rimasti invenduti nei giorni precedenti, e quelli venduti, ma non ritirati, anche se su questi fosse stata rilasciata caparra, che s'intende perduta. | n primo piano, montato sopra un bianco cavallo appare il Principe Rospigliosi nel suo rosso abito. Lo seguono vari cavalieri e cacciatori armati di lunghi archibugi. La scena si svolge dinanzi ad un ampio paesaggio fiancheggiato da alti alberi e terminante all'orizzonte da una catena di monti azzurrini, che ricordano i modi dei paesisti romani. | n primo piano verso destra, un bastimento semi distrutto e in procinto di essere inghiottito dai flutti;mentre altri vascelli dalle grandi vele spiegate si attaccano con il | l paesaggio sapientemente composto nel sesto rotondo del quadro, ci ricorda con le tinte verdi azzurre e con le figure un po'francesizzanti l'arte di Francesco Grimaldi di cui possono vedersi vari quadri nella Galleria Borghese. Ad olio sutela. | l quadro ci riporta allarte di Pietro Nelli che, come e noto, molto ebbe a lavorare per i Rospigliosi. (V. a riscon- un cesto ricolmo di altri fiori. | l quadro appartiene ad una corrente artistica secondaria e difficile appare pertanto identificarne l'autore. | l quadro al notevolissimo valore retrospettivo, in quanto ci mostra la sistemazione laterale del Palazzo Rospigliosi della meta del sec. xVIII, aggiunge tutte le qualita pittore proprie al Manglard. | l putto dai biondi capelli e disteso sopra bianchi lini e coltri rosate. Il fondo e occupato da una tenda di intenso color turehino. | l Principe Taddeo ebbe infatti in sposa Anna Colonna figlia del Connestabile delle truppe Pontificie. Il che viene appunto a spiegare la presenza del berrettone prefettizio accanto allo stemma Colonna. | l presente quadro fu esposto alla Mostra del Ritratto tenuta inFirenze nel191l ederiprodotto da H. Voss nel suo Malerei des Barock in Rom, a pag. 368. Cornice dorata. | L PIANTO DELLE MARIE. | l personaggio riprodotto, infatti, tiene nella destra un foglio nel quale appare la firma dell'autore. | l palazzo appare nel centro del quadro, visto di fianco, | l paese raffigura una stretta valle chiusa ai lati da rocce e da alberi. Sullo sfondo chiaro del cielo un turrito ca- stello. | l busto limitato in ampiezza con giusto e proporzionato taglio, e poggiante sopra unesile pieduccio che conferisce slancio a tutta la figurazione, sostiene la testa dalla ricca capigliatura. Il volto pensoso, dolce insieme e deciso, incorniciato da una lieve barba, si volge verso destra. | l paesaggio e raccolto da masse di fogliame che si aprono | l paesaggio e quello tipicamente umbro e adottato dallo stesso Perugino, avvallato nel mezzo, con degli alberelli a globo e rialzato ai lati dove culmina, da una parte, con una piccola chiesa, e dall'altra con un tipico ricovero sostenuto da tronchi di roccia posti verticalmente. | l giovane principe in abito marrone chiaro ornato di alamari dorati e raffigurato sopra un bianco destriero, contro un fondo di paesaggio. | l Giacoboni, ai modi del Lecatelli aggiunge un fare un poco pin fiammingheggiante nel realismo delle figure, mentre nelle colorazioni rimane assai vicino al maestro. E' da notare infine che il Giacoboni fu di Piacenza come G. P. Pannini, il quale pure, per alcuni elementi della sua arte, va considerato come scolaro del Locatelli. | l fondo rapresenta l'attuale cortile del palazzo Rospi gliosi sovrastato dalcasino dell'Aurora. | l fiume scorre nel centro del dipinto, sormontato da un gruppo di case, tra le quali appare il tempio di Vesta. A sinistra una via, animata da figure di dame, monaci e cavalieri, sfugge in prospettiva. | l dipinto per analogie che presenta con il N. 682 deve attribuirsi allo stesso pittore, ma qui siamo senza dubbio di fronte ad un'opera di valore superiore sia per la maggior vigoria della costruzione sia per la maggiore vivacita dell'espressione. | l cielo e plumbeo, squarciato da nembi di fuoco. Gli alberi sono agitati dal vento, un fulmine si abbatte nel centro | GNOTO-SECOLO XVIII. | l quadro ritrae un'angolo della Campagna Romana, forse presso la via Appia. A sinistra sorgono poderosi ruderi Romani, mentre nel centro s'intravvede un torrione che ricorda la tomba di Cecilia Metella ed a destra appare un piccolo tempietto. La gradevolezza della composizione, la vivacita di vari gruppi di personaggi e sopratutto la lu minosita del cielo, in contrasto con le masse brune dei ruderi e degli alberi, conferiscono a questo quadro un valore anche superiore al precedente. | l quadro citato da G. Lafenestre. La Peinture en Europe. Rome Musees et Galeries, Paris 1905, pag. 252 come di Nicola Poussin, reca precisamente dietro la tela un'antica scritta che dice:aN. Poussin, pincit, anno 1657. All'autorita quindi del Lafenestre si sovrappone una indicazione di indiscusso valore, data anche la singolarita dell'attribuzione. | l quadro riproduce una veduta di Roma, dai pressi del l'attuale via Magnanapoli. In fondo appare il palazzo del Quirinale. Alnotevole interesse storico si aggiungono poi, in alta misura qualita prospettiche, vivacita di tocco e finezza di esecuzione. I quali caratteri, insieme alla compiacenza per il dettaglio realistico e per lepisodio narrativo ci fanno presumere che autore del dipinto possa essere il Manglard, che fu agli stipendi di Don Camillo Rospigliosi e che nella stessa raccolta ha un dipinto di soggetto analogo (vedi N. 883). | DEM. | l quadro reca nel retro la scritta:Cattarina Rospigliosi nei Banchieri a. 1668. | l quadro reca in basso la seguente scritta: Cavalla corridora nomata Cammerina, di SuaEccellenza D. Camillo | l quadro reca in basso a sinistra la firma: Rader Gio- vannifniscit 1746. | l quadro rappresenta un'ampia veduta di campagna bat- tuta dalla tempesta. | l quadro rappresenta il momento in cui viene ritrovata la coppa d'oro, che Giuseppe aveva fatto porre nel sacco di grano del fratello Beniamino, per avere ragione di trat- | l quadro rappresenta delle grandi arcate aperte sopra un fondo di paesaggio. Sul dinanzi delle figure di guer- | l quadro perla finezza di esecuzione eper lidilliaca composizione deve attribuirsi a Filippo Lauri, figlio del pittore Baldassare Lauri, fiammingo, e che stabilitosi a Roma divenne assai noto per i suoi quadri a piccole figure eseguiti con vivacita di colori ed insieme con delicatezza. Puo vedersi a riscontro un San Francesco con Angeli firmato dal Lauri che e alla Galleria Corsini. | l quadro per l'ampio respiro compositivo e per la vivacita con la quale sono eseguite le figure appare provvisto di | l quadro ha figurato sia alla Mostra del Ritratto-Palazzo Pitti191l-e sia in quella di Roma Seicentesca | l quadro ci riporta con ogni sua caratteristica ad uno dei momenti piu interessanti della pittura napoletana e precisamente a quello successivo a Bernardo Cavallino. La figura giacente di Giacobbe, lontana derivazione dal Caracciolo, il raffinamento dell'epidermide del suo visoe la svelta | l quadro con le sue tinte chiare e trasparenti ci riporta all'arte di Andrea Locatelli, ma non sembra dubbio che si debba, per il realismo che appare nelle figure, a Giorgio Giacoboni, l'allievo del Locatelli, la cui firma appare nel quadro N. 758. | l quadro deve attribuirsi senza alcun dubbio a Pietro Van Bloemen, non solo per la singolarita delle figure e per imagistrali effetti di prospettiva, ma sopratutto per le inconfondibili pennellate dai rifessi metallici, che appaiono sul bianco cavallo. | l quadro di notevole valore decorativo per dimensioni, soggetto e proporzioni, deriva dai pittori di paesaggio fiamminghie francesi, che svolsero la loro attivita a Roma nella prima meta del sec. XVIlI, con qualche particolare inflaenza dell'arte di Gaspare Dughet. | l quadro dovuto certamente alla scuola veneziana appartiene alla sfera di infuenza di Paolo Veronese dal quale trae numerosi ed evidenti elementi stilistici. | l quadro e quasi interamente occupato da grandi masse di fogliame e da monti rosati. In basso a destra, un gruppo contadini conduce una mandria di pecore, capre e mucche. Il quadro si presenta con ogni sua qualita come pertinente ad Andrea Locatelli. Ritroviamo di lui le tinte chiare ed azzurrine, i monti illuminati di tenue luci crespuscolari, i grossi tronchi spezzati e le figure derivanti da Salvator Rosa. Non vi e dubbio quindi che il quadro, pregevolissimo per qualita pittoriche e decorative, debba attribuirsi a lui. | l quadro oltre che per il gradevole soggetto piace per lampio respiro compositivo e per la spigliatezza con la quale son toccate le figure. Come orientamento attribuitivo possono solo notarsi dei ricordi abbastanza definiti da Salvator Rosa. | l quadro ha anche una notevole importanza iconografica | l quadro ecitato da G. Lafenestre:La Peinture en Eu- rope. Rome, Musees ecc. Paris 1905, pag. 253. | l quadro e eseguito secondo le esigenze dello stile plastico luministico. Una corrente di luce scende dall'angolo superiore sinistroeinvestendoicorpi ci dalanetta sensazione dei loro volumi. Il che ci riporta nell'ambito della arte instaurata da Michelangelo da Caravaggio. Senonche un eccessivo realismo ci allontana dal caposcuola di questo movimento per avvicinarsi invece a qualcuno dei pittori che venuti a Roma di Fiandra, furono presi dai modi del grande pittore lombardo, e li replicarono secondo le loro innate tendenze. E infatti la intonazione aspra e secca dei colori, la particolare riproduzione delle epidermidi grinzose e come bruciate dal sole, ci permettono di riconoscereinquestoquadro una dellepiu importanti opere di Matteo Stomer, seguace del Caravaggio e di Gherardo delle Notti."
http://w3id.org/zac/66066_lot_I,1,77,"llustrated in The Holford Collection, Westonbirt, "" plate cciii | llustrated in ""The Holford Collection, Westonbirt, "" plate lcccv | llustrated in The Holford Collection, Dorchester House, ""plate ccic | llustrated in The Holford Collection, Dorchester House, """" plate cli | llustrated in The Holford Collection, Dorchester House, "" plate colvi | llustrated in The Holford Collection, Dorchester House, "" plate ccccvii | llustrated in The Holford Collection, Dorchester | llustrated in ""The Holford Collectiou, Dorchester House, "" plate ciii | llustrated in ""The Holford Collection, Westonbirt, plate lcvii | llustrated in ""The Holford Collection, Westonbirt, plate lccvii | llustrated in ""The Holford Collection, Westonbirt, plate cxcviii | llustrated in ""The Holford Collection, Westonbirt, plate cciv | llustrated in ""The Holford Collection, Westonbirt, plate cciii | llustrated in ""The Holford Collection, Westonbirt, plate ccic | llustrated in ""The Holford Collection, Westonbirt, "" platelcv | llustrated in ""The Holford Collection, Westonbirt, "" platecc | llustrated in ""The Holford Collection, Westonbirt, "" plate lecix | llustrated in ""The Holford Collection, Westonbirt, "" plate lcic | llustrated in ""The Holford Collection, Westonbirt, "" plate lcciv | dentified by Mr. A. van de Put, from a drawing in the famous Arras Sketch-book (f. 97), as a Portrait of the Bishop of Utrecht, an elder half-brother of the Artist's patron, Philip of Burgundy | n the centre the suffering Saviour, nailed to the Cross, the weight of which requires eight men, some of whom wear armour, to raise it; on the left Pilate, without a helmet, mounted on a white charger, is extending his hand, in which he holds a war-club, apparently giving orders, attended by a standard-bearer and other soldiers; on the right, women and children huddled together look on with horror, whilst Saint John the Evangelist supports and consoles the Virgin; in the background a group of soldiers and the two malefactors, and men and women clinging to rocks and trees; in the distance the town of Jerusalem is dimly seen | nterior of a tavern, with a company of four peasants seated, smoking and drinking, round a wooden table, one of whom, holding a tankard, talks to a peasant woman who stands by his side, while yet another converses with the innkeeper, who leans on the back of a chair, wearing a white hat；a dog sits on the ground in front | nterior of a cottage, with a peasant family, who appear to have just finished their frugal meal; in the centre the father is still seated at a rustic table, looking towards his wife, who is seated on the left amusing a young child with a pepper-box; behind her stands a youth, holding little girl playing with a pet dog; a cradle, bird-cage and numerous other household objects distributed throughout the room | nscribed""Fay bien et ne crain rien, and dated 1607 20 in. by 17 in. | nscribed on the LETTER:""MARTIN LooTEN, XI JANUARY 1632, with four lines of writing, of which the only legible words are | nscribed “JAMES, 1sT DUKE OF HAMILTON, 1643"" | nscribed ""ANNO 1632"" 29 in. by 24 in. | n yellow and white dress, with flowing red scarf, holding a spear, walking in a wood with hounds | n the foreground, a shepherd and a shepherdess are driving cattle and sheep towards a Classical Temple, in which some fgures are regaling gbeforeastatueof Bacchus;on the left a river flowing through a wooded valley, with the sun setting over the distanthills | n the foreground a bay scene, with figures round a camp fre, near some grey-green rocks, a fisherman angling, and a small boat moored, with men arranging a net;alongside of a boathouse are seen brigs and small craft; the morning sun breaks through the mist | llustrated in The Holford Collection, Westonbirt, plate lccii | N HER LEFT HAND | n Georgian frame, painted blue, and with gilt scrolls | n crayon and sanguine on white paper-234 in. by 20 in. | n blue dress embroidered with gold braid, brown fowing scarf, fowers in her hair, holding a peach in her left hand, which she has taken from a silver dish on a stone ledge in front | n black silk dress, with white fichu at the neck, white lace bonnet trimmed with blue riband; gold ear-ring | mported fromHamburg in1823 by General Erskine Purchased from Beckford in1839 | llustrated inThe Holford Collection, Westonbirt, "" plate cci | llustrated in""The Holford Collection, Westonbirt, "" platelccv See Illustration | llustrated in "" The Holford Collection, Westonbirt"" plate lccci | llustrated in ""The Holford Collection, Dorchester House, "" plate coii | llustrated in ""The Holford Collection, Dorchester House, "" plate coccv | llustrated in ""The Holford Collection, Dorchester House, "" plate clxiv | llustrated in ""The Holford Collection, Dorchester House, "" plate cii | llustrated in ""The Holford Collection, Dorchester House, "" plate ccliv | llustrated in ""The Holford Collection, Dorchester House, "" plate cciv | llustrated in ""The Holford Collection, Dorchester House, "" plate cccciii | llustrated in “The Holford Collection, Dorchester | llustrated in ""The Holford Collection, Dorchester | llustrated in “The Holford Collection, Westonbirt, ” | llustrated in “ The Holford Collection, Westonbirt, plate lccui | llustrated in "" The Holford Collection, Westonbirt, "" plate lecii | llustrated in "" The Holford Collection, Westonbirt, "" plate lcxcvii | llustrated in "" The Holford Collection, Westonbirt, "" plate cci | llustrated in  The Holford Collection, Dorchester House, "" plate clxii | llustrated as Frontispiece No. 2 in The Holford Collection, Dorchester House, plate coi | llustrated as Frontispiece No. 1 in ""The Holford Collection, Dorchester House, ""plate ccccvii | llaustrated in The Holford Collection, Dorchester | llustrated in ""The Holford Collection, Dorchester House, "" plate cvi | llustrated in ""The Holford Collection, Westonbirt, "" plate lcccic | llustrated in “The Holford Collection, Westonbirt, "" | llustrated in ""The Holford Collection, Westonbirt, "" | llustrated in ""The Holford Collection, Dorchester House""""plate cclvii | llustrated in ""The Holford Collection, Dorchester House"" plate co | llustrated in ""The Holford Collection, Dorchester House, ""plate cxlii | llustrated in ""The Holford Collection, Dorchester House, ""plate covii | llustrated in ""The Holford Collection, Dorchester House, ""plate col | llustrated in ""The Holford Collection, Dorchester House, ""plate coiii | llustrated in ""The Holford Collection, Dorchester House, ""plate clii | llustrated in ""The Holford Collection, Dorchester House, ""plate ceccic | llustrated in ""The Holford Collection, Dorchester House, ""plate cceci | llustrated in ""The Holford Collection, Dorchester House, ""plate cce | llustrated in ""The Holford Collection, Dorchester House, ""plate ccce | llustrated in ""The Holford Collection, Dorchester House, ""plate cacii | llustrated in ""The Holford Collection, Dorchester House, "" plate cxlvii | llustrated in ""The Holford Collection, Dorchester House, "" plate cov | llustrated in ""The Holford Collection, Dorchester House, ""plate cocic"
